# 전역 수치 상수 — src/shared/constants.ts 가 이 표를 읽는다 (K.num / K.bool).
# key 는 코드가 찾는 이름이므로 바꾸지 않는다. 고치는 것은 value 뿐이다.
key,value,note
HIT_REQUEST_BURST_S,2,"E-4 hit 요청 버킷의 크기 = HIT_REQUEST_DPS_MAX × 이 초 (저격 한 발 · 산탄 한 발 · 프레임 끊김으로 몰린 요청)."
HIT_KNOCKBACK_RANGE_SLACK,5,"X-6 호스트가 받는 넉백 요청(HitRequest.kb — 실드 배쉬): 보낸 사람 스냅샷 위치와 적의 수평 거리가 배쉬 도달 거리(IMPLANT_BARRIER_CARRY_OFFSET + IMPLANT_SHIELD_BASH_RANGE × 1.5 + IMPLANT_BARRIER_CARRY_WIDTH / 2 + 적 반지름) + 이 값(m) 안이어야 한다. 플레이어 · 적 스냅샷 지연 몫."
CRATE_OPEN_RANGE_SLACK,5,"C-57 받는 쪽이 `crate opened` 를 믿는 거리: 보낸 사람 스냅샷 위치와 상자 · 컨테이너가 max(PLAYER_INTERACT_RANGE, STRUCTURE_INTERACT_RANGE) + 이 값(m) 안. 전차 안 컨테이너가 달리는 동안의 지연 몫까지."
SOLO_CLOCK_BACK_TOLERANCE_MS,120000,"E-5 솔로 레이드 복귀: 저장 시각이 지금보다 이만큼(ms) 넘게 미래이거나, 기록된 최고 시각보다 이만큼 넘게 과거로 부팅하면 시계 조작으로 보고 stale 처리한다. NTP 보정(초 단위)은 통과한다."
WHISPER_HISTORY_PER_PEER,50,"B-4 캐릭터 슬롯마다 대화 상대 한 명당 localStorage 에 남기는 귓속말 줄 수."
WHISPER_HISTORY_PEERS,20,"B-4 대화 기록을 남기는 상대 수 (오래된 상대부터 지운다)."

# ── 2026-09-11: 신뢰 경로의 남은 틈 (E-8, src/net/README.md Decisions) ──
EXPLODE_REQUEST_RANGE_SLACK,40,"E-8 호스트가 받는 explode 요청(수류탄 · 바주카 · AT · 가젯 · 함선 호출 낙하): 보낸 사람 스냅샷 위치와 폭심의 수평 거리가 STRAT_MAX_CALL_RANGE + 이 값(m) 안이어야 한다. 기준을 함선 호출 사거리로 잡는 이유는 폭발원 중 가장 먼 것이 호출 낙하물이기 때문이다 — 호출은 150 m 안에서만 승인되지만 낙하까지 eta 만큼 흐르는 동안 호출자가 더 멀어질 수 있고, 그 몫이 이 값이다 (궤도 폭격 eta 4.5 s × 질주 7 m/s ≈ 32). 수류탄 · 바주카 · AT 는 전부 이보다 훨씬 짧아 같은 상한에 덮인다."
STATUS_REQUEST_RANGE_SLACK,8,"E-8 호스트가 받는 상태이상 요청(HitRequest.st): 보낸 사람 스냅샷 위치와 적의 수평 거리가 max(FLAME_RANGE, SHOCK_RANGE) + 이 값(m) 안이어야 한다. 상태이상을 거는 원본은 화염방사기 · 쇼크건 둘뿐이고 둘 다 짧은 사거리다 — 이 값은 플레이어 · 적 스냅샷 지연(질주 7 m/s × 약 0.3 s 양쪽)과 원뿔 가장자리 몫."
STATUS_REQUEST_RATE_MAX,60,"E-8 호스트가 받는 상태이상 요청의 보낸 사람별 초당 건수 상한 (토큰 버킷). 화염방사기 · 쇼크건은 적마다 STATUS_REQUEST_INTERVAL(0.25 s) 스로틀이 걸려 있으므로 12 대상을 한꺼번에 훑어도 48/s 다."
STATUS_REQUEST_BURST_S,2,"E-8 상태이상 요청 버킷의 크기 = STATUS_REQUEST_RATE_MAX × 이 초 (프레임 끊김으로 몰린 요청)."

# ── 2026-09-11: 연구실 — 분석기 · 행성 환경 (A-12 · A-13) ──
# ── 2026-09-16 (사용자 결정): 분석 도감 · 표본 레벨 단축 (owner: housing — 아래 다섯 줄이 옛 ANALYZE_* 둘을 대신한다) ──
# 사용자 결정으로 단축의 축이 바뀌었다: 도감을 채우면 **그 종류**가 아니라 「도감 전체 보너스」가 붙되 **같은 등급 표본에만** 듣고,
#   같은 표본을 거듭 해석하면 그 표본의 **레벨**이 올라 추가로 줄어든다. 레벨 곡선은 일부러 앞이 무겁다
#   (레벨 1 = +3 % · 레벨 1→2 = +0.5 % 라 레벨 2 는 합 3.5 %) — 처음 한 번이 제일 크게 체감된다.
# 최종 단축 = min(ANALYSIS_SPEEDUP_CAP, 도감 칸수 × ANALYSIS_DEX_BONUS_PER_ENTRY + 레벨 보너스) 이고,
#   레벨 보너스 = 레벨 0 이면 0 · 레벨 n≥1 이면 ANALYSIS_SAMPLE_LEVEL_FIRST + (n − 1) × ANALYSIS_SAMPLE_LEVEL_STEP 이다.
# 옛 ANALYZE_DEX_SPEEDUP · ANALYZE_KNOWN_SPEEDUP 두 줄은 housing 이 이 다섯 줄로 갈아탄 뒤 리드가 지운다.
ANALYSIS_DEX_BONUS_PER_ENTRY,0.01,"분석 도감을 한 칸 채울 때마다 붙는 해석 시간 단축 비율. **같은 등급 표본에만** 듣는다 (사용자 결정 — 도감은 종류가 아니라 등급으로 묶여 효과를 낸다)."
ANALYSIS_SAMPLE_LEVEL_FIRST,0.03,"그 표본을 처음 해석해 **표본 레벨 1** 이 됐을 때의 단축 비율. 곡선을 앞으로 몰아 둔 값이다 — 한 번만 해석해 봐도 3 % 가 붙는다."
ANALYSIS_SAMPLE_LEVEL_STEP,0.005,"표본 레벨 1 이후 한 레벨마다 **더** 붙는 단축 비율. 레벨 2 = 0.03 + 0.005 = 3.5 % (사용자 결정: 레벨 1 이 크고 그 뒤는 완만하다)."
ANALYSIS_SAMPLE_LEVEL_MAX,10,"표본 레벨 상한 (사용자 결정). 상한에서 레벨 보너스는 0.03 + 9 × 0.005 = 7.5 % 다."
ANALYSIS_SPEEDUP_CAP,0.5,"도감 보너스 + 표본 레벨 보너스를 합한 단축의 상한 (0.5 = 해석 시간 절반까지만). 분석 레벨 배수(tables.csv 의 ANALYSIS_TIME_MUL_BY_LEVEL)는 이 상한 밖에서 따로 곱해진다."
PLANET_ENV_DPS,1.2,"맞는 준비물 없이 상시 환경 행성(PlanetDef.env)에 있을 때 초당 깎이는 체력. 방탄복 실드를 건너뛰고 체력만 깎는다 — 대기는 방탄복이 막지 못한다. 10분 레이드를 맨몸으로 버티면 720 이라 사실상 준비물이 필수지만, 급히 들어가 5분 안에 나오는 것은 회복약으로 가능한 수준이다."
PLANET_ENV_TICK_S,1,"환경 피해를 적용하는 주기(초). 한 번에 PLANET_ENV_DPS × 이 값을 깎는다 — 매 프레임 소수점 피해를 주면 피격 연출이 쉬지 않는다."

# ── 2026-09-11: 연구실 — 야생 씨앗 군락 · 미확인 표본 채집지 (A-11 · A-12, owner: world) ──
SEED_INTERACT_TIME,2.5,"야생 씨앗 군락 하나를 훑는 홀드 시간(초). 약초 채집(GATHER_INTERACT_TIME 2)보다 길고 고철 해체(SALVAGE_INTERACT_TIME 3)보다 짧다 — 한 포기가 아니라 덤불에서 이삭만 골라 딴다."
SEED_NODE_RADIUS,2.4,"야생 씨앗 군락의 상호작용 반경(m). 덤불이라 약초 한 포기(2.2)보다 넓고 파 놓은 더미(2.6)보다는 좁다."
SAMPLE_INTERACT_TIME,3.5,"미확인 표본 하나를 수습하는 홀드 시간(초). 깨뜨리지 않게 떠내야 해서 채집물 중 가장 길다 — 표본 하나가 분석기 한 칸을 몇 시간 잡아먹는 값어치다."
SAMPLE_NODE_RADIUS,2.6,"미확인 표본 채집지의 상호작용 반경(m). 흙더미 · 고철 더미와 같다 (땅에 퍼져 있는 덩어리다)."

# ── 2026-09-11: 주방 · 배양조 · 프린터 (A-3c · A-14 · A-15) ──
POUCH_SLOTS,1,"장비칸의 주머니 칸 수 (사용자 결정: 고정 1칸). 넷 중 하나만 끼운다 — 가방 등급이 정하지 않는다."
MEAL_SERVE_RANGE,12,"(2026-09-16 은퇴 — 접시 모델에서는 읽는 곳이 없다. 계약 이름이라 남긴다) 옛 공유 함선 식탁의 「분대에 차리기」 가 먹이는 반경(m)."

# ── 2026-09-12: 하이브리드 사격 판정 (owner: weapons/parts/AimLine) ──
WEAPON_MUZZLE_BLOCK_RANGE,3,"총구 앞 이 거리(m) 안에서 총구 선이 벽 · 창틀 · 엄폐물에 걸리면 총알은 거기에 맞는다 (그 자리에 빨간 원 · 크로스헤어 경고색). 그보다 먼 장애물은 크로스헤어 선이 판정한다 — 3인칭 카메라가 어깨 뒤에 있어 총구 선이 크로스헤어 옆을 지나기 때문이다. 늘리면 사실적이지만 중거리 엄폐물 가장자리에서 원이 자주 뜨고, 줄이면 크로스헤어대로 나가는 경우가 늘어난다 (사용자 결정 3 m)."

# ══ 2026-09-12: 소모품 · 임플란트 · 열쇠 · 드론 스캔 · 즐겨찾기 · 헬스 ══
# 병렬 에이전트마다 자기 블록 안에만 줄을 더한다 (기존 값 변경은 설계안 §9 에 적힌 줄만).
# ── [A1] 소모품 3종 ──
BOOST_ADRENALINE_DURATION_S,15,"아드레날린 주사의 효과 시간(초). 쓰는 순간 스태미나를 가득 채우고, 이 시간 동안 **지속 소모**(질주 · 사다리 빠르게 오르기 · 가방 부양)만 0 이다 — 점프 · 구르기 · 근접 · 실드 배쉬 같은 한 번 소모는 그대로 든다 (사용자 결정). 교전 한 번을 뛰어서 빠져나갈 만큼이다."
BOOST_STIMULANT_DURATION_S,30,"각성제의 효과 시간(초). 장전 · 정조준 전환이 빨라지고 조준 흔들림이 줄지만 그동안 스태미나 소모가 늘어난다. 아드레날린과 동시에 걸리지 않는다 — 나중에 쓴 쪽이 앞의 효과를 지운다."
BOOST_STIMULANT_RELOAD_SPEED_MUL,1.3,"각성제 동안 장전 속도 배수 (1.3 = 30 % 빠름). 사격 숙련의 reloadSpeedMul 과 곱해진다 — 장전 시간 = reloadTime ÷ (숙련 × 이 값)."
BOOST_STIMULANT_ADS_SPEED_MUL,1.4,"각성제 동안 정조준 전환 속도 배수 (1.4 = 40 % 빠름). 무기의 adsTime 이 정한 감쇠율에 곱해진다 — 들어갈 때와 나올 때 모두."
BOOST_STIMULANT_AIM_SWAY_MUL,0.7,"각성제 동안 조준 흔들림 배수 (0.7 = 30 % 줄어듦). PlayerRef.aimSwayMul 로 게시되고 카메라 흔들림(A2)이 곱한다. 효과가 없을 때는 1."
BOOST_STIMULANT_STAMINA_COST_MUL,1.5,"각성제의 대가: 스태미나 소모 배수 (1.5 = 50 % 더). 지속 소모(질주 · 사다리 · 부양)와 한 번 소모(점프 · 구르기 · 근접 · 실드 배쉬 · 용검)에 모두 곱한다."
# ── end [A1] ──
# ── [A2] 조준 흔들림 ──
AIM_SWAY_PITCH_RATIO,0.55,"조준 흔들림의 위아래 크기 = 좌우(data/aim_sway.csv 의 amplitudeDeg) × 이 값. 위아래가 두 배 빠르게 돌아 8자를 그린다. 1 이면 세로로 긴 8자, 0 이면 좌우로만 흔들린다."
AIM_SWAY_CROUCH_MUL,0.6,"앉아서 정조준할 때 조준 흔들림에 곱하는 배수."
AIM_SWAY_PRONE_MUL,0.25,"엎드려 정조준할 때 조준 흔들림에 곱하는 배수. 엎드려쏴가 저격의 정답이 되게 작다."
AIM_SWAY_MOVE_MUL,1.8,"걸으면서(걷기 속도 이상) 정조준할 때 조준 흔들림에 곱하는 배수. 멈춰 설수록 1 로 돌아온다."
AIM_SWAY_BLEND_RATE,6,"조준 흔들림 크기가 자세 · 이동 · 무기 교체를 따라가는 감쇠 속도 (클수록 빠르다). 작으면 엎드린 뒤에도 한동안 크게 흔들린다."
# ── end [A2] ──
# ── [B] 전술 임플란트 · 함선 호출 준비 연출 ──
IMPLANT_GRAPPLE_REFUND_MAX,0.5,"갈고리가 붙은 뒤 놓았을 때 돌려주는 최대 쿨타임 비율 (실효 쿨타임 대비). 당겨진 거리 0 m 에서 이 값이고 IMPLANT_GRAPPLE_REFUND_DIST 까지 선형으로 0 이 된다 — 짧게 끊어 쓰면 자주 쓸 수 있다 (사용자 결정)."
IMPLANT_GRAPPLE_REFUND_DIST,15,"이 거리(m) 이상 당겨졌으면 환급이 0 이다. 거리는 붙은 순간 → 놓은 순간의 실제 이동이고 놓은 뒤 관성은 세지 않는다."
IMPLANT_GRAPPLE_CANCEL_REFUND,0.9,"갈고리가 붙기 전에 끝났을 때(날아가는 중 Q 회수 · 드론 앵커 소실) 돌려주는 쿨타임 비율 (실효 쿨타임 대비)."
IMPLANT_GRAPPLE_CANCEL_MIN_S,3.9,"붙기 전 취소로 환급받아도 남는 최소 쿨타임(초). 헛발사를 연타 수단으로 쓰지 못하게 한다. 2026-09-14: 3 → 3.9 (갈고리 쿨타임 +30 % 와 같이)."
# ── end [B] ──
# ── [C] 열쇠 · 키카드 · 잠긴 방 · 개구멍 ──
# ── end [C] ──
# ── [D] 지상드론 스캔 ──
DRONE_SCAN_HOLD_S,3,"지상 드론 조종 중 상자 · 컨테이너 · 시체 · 보급 상자에 조준을 유지한 채 좌클릭을 누르고 있어야 하는 시간(초). 채우면 그 안의 최고 등급이 대상 위에 레이드 내내 뜬다 (사용자 결정 3 초). 조준이 벗어나거나 멀어지면 처음부터 다시 센다."
DRONE_SCAN_RANGE,6,"드론 스캔이 닿는 거리(m) — 드론 렌즈에서 대상 중심까지의 3-D 거리. 문틈 · 환풍구로 들여다보는 거리이지 원거리 투시가 아니다 (사용자 결정 약 6 m)."
DRONE_SCAN_AIM_RADIUS,0.7,"드론 스캔의 조준 판정 구 반지름(m). 렌즈 중심 광선이 대상 중심에서 이만큼 안을 지나면 조준된 것으로 본다. 상자 한 개(1.25 × 0.85 m)를 화면 가운데에 두면 걸리는 크기이고, 키우면 옆 상자까지 잡힌다."
DRONE_SCAN_HINT_RANGE,12,"조준은 됐지만 DRONE_SCAN_RANGE 밖인 대상에 「더 가까이」 안내를 띄우는 거리(m). 이보다 먼 대상은 아무 안내도 없다."
DRONE_SCAN_LABEL_HEIGHT,1.4,"스캔 결과 월드 라벨이 서는 높이(m, 대상의 바닥 기준). 궤짝 · 캐비닛 · 누운 시체 위 머리 높이쯤이다."
DRONE_SCAN_LABEL_MAX_DIST,80,"스캔 결과 월드 라벨이 보이는 최대 거리(m, 카메라 기준). 결과 자체는 레이드 내내 남고 이 거리 안으로 들어오면 다시 보인다 — 맵 전체에 라벨이 떠 화면을 덮지 않게."
DRONE_SCAN_SHARE_SLACK,4,"분대원이 보낸 스캔 결과를 믿는 여유(m). 받는 쪽은 보낸 사람의 지상 드론 복제본이 대상에서 DRONE_SCAN_RANGE + 이 값 안에 있을 때만 라벨을 세운다 (복제본은 보간 지연만큼 뒤처져 있다)."
# ── end [D] ──
# ── [E1] 즐겨찾기 코어 ──
# ── end [E1] ──
# ── [E2] 즐겨찾기 칩 · 아이템 회수 계약 ──
# ── end [E2] ──
# ── [F] 헬스 미니게임 ──
# ── end [F] ──
# ── 2026-09-13: 요리 재료 티어 — 고철 더미 부가 미확인 광물 (owner: world/Gather) ──
GATHER_SALVAGE_MINERAL_CHANCE,0.12,"고철 더미가 폐금속과 함께 미확인 광물 I(spec_mineral_1)을 더 주는 확률. 생성 때 자기 fork(gather_mineral)로 시드 결정 — gather · gather_core 스트림을 밀지 않는다."
GATHER_SALVAGE_MINERAL_QTY,1,"고철 더미의 부가 미확인 광물 개수."
# ── 2026-09-16 (사용자 결정): 행성 광맥 — 채광 (owner: world/Gather · progression 의 mining 숙련) ──
# 광맥은 행성마다 data/planets.csv 의 mineralNodes 개가 놓이고, E 를 길게 눌러 캐면 **미확인 광물**만 나온다.
#   등급은 두 번째 표를 만들지 않고 data/loot_tiers.csv 에서 `tier = 그 행성의 threat` 줄의 등급 가중치를 쓴다
#   (threat 1 은 희귀까지 · threat 3 에서만 신화 0.05). 캘 때마다 채광 숙련(mining)이 오른다.
MINING_NODE_HOLD_S,4,"광맥 하나를 캐는 E 홀드 시간(초). 고철 해체(SALVAGE_INTERACT_TIME 3)보다 길고 표본 수습(SAMPLE_INTERACT_TIME 3.5)보다도 길다 — 바위를 깨는 일이라 채집 중 제일 오래 걸린다."
MINING_YIELD_MIN,1,"광맥 하나에서 나오는 미확인 광물의 최소 개수."
MINING_YIELD_MAX,3,"광맥 하나에서 나오는 미확인 광물의 최대 개수 (MIN..MAX 정수 균등). 등급은 개수와 따로 굴린다."
MINING_HILL_MIN_SLOPE,0.35,"광맥이 붙을 수 있는 지형 경사의 하한 (tan θ — 0.35 ≈ 19°). 사용자 결정 「주로 언덕쪽 위주」를 이 한 줄로 적는다: 이보다 완만한 평지에는 광맥이 생기지 않는다."
MINING_SKILL_XP,1.2,"광맥 하나를 캘 때 오르는 채광(mining) 숙련 경험치. 채집(GATHER_XP 0.35)보다 크다 — 한 번이 오래 걸리고 행성마다 몇 개 없다."
# ── 2026-09-13: 행성별 거점 점거 · 레이더 강하 (owner: enemies/SiteGroups · RogueDrop — 확률 · 인원 표는 tables.csv 의 SITE_* · RAIDER_DROP_*) ──
SITE_BOSS_MAX_PER_RAID,1,"한 레이드에 거점 로그 그룹을 이끄는 로그 분대장(rogue_boss)의 최대 수. 확률은 SITE_BOSS_CHANCE (사용자 결정: 최대 1명 · threat 2 에서 40 %)."
SITE_GROUP_MIN_GAP_M,2.2,"한 거점 그룹 안 인간형끼리의 최소 간격(m) — WorldRef.getSiteSpawnPoints 의 minGap. 실내에서도 서로 겹쳐 서지 않는 폭이다."
SITE_GROUP_LEASH_INDOOR_M,4,"실내 그룹의 리시(m) = 거점 반경 + 이 값. guardPos 는 거점 중심이라 건물 밖으로 멀리 끌려 나가지 않는다."
SITE_GROUP_LEASH_OUTDOOR_M,30,"실외 그룹의 리시(m) = 거점 반경 + 이 값. 거점 둘레를 지키되 옛 상자 경비 리시(ROGUE_AI.leash 45)와 비슷하게 교전을 따라간다."
RAIDER_DROP_WAVE_GAP_S,10,"레이더 강하의 두 번째 파도가 첫 파도 예고 뒤 몇 초에 따로 예고되는가. 두 번째 파도도 ROGUE_DROP_ETA_S 동안 떨어진다."
RAIDER_DROP_WAVE_MAX,4,"레이더 강하 한 파도의 최대 인원 (사용자 결정: 한 번에 4명 초과 금지). RAIDER_DROP_WAVE*_MAX 가 이보다 커도 여기서 자른다."
# ── 2026-09-13: 탈출 개편 — 출발 유예 · 자동 출발 · 이륙 연출 (owner: extraction · game) ──
EXTRACTION_DEPART_GRACE_S,10,"함선 안 출발 스위치를 누른 뒤(또는 자동 출발이 걸린 뒤) 실제로 이륙하기까지의 유예(초). 취소할 수 없고, 그동안에도 탑승할 수 있다 — 0 이 되는 순간 함선 안에 살아 있는 사람만 떠난다 (사용자 결정)."
EXTRACTION_AUTO_DEPART_IDLE_S,60,"함선 착륙 뒤 아무도 출발 스위치를 누르지 않으면 이 시간(초) 뒤 자동으로 출발 유예가 시작된다. 아무도 타지 않았어도 함선은 혼자 떠나고, 남은 사람은 신호소를 다시 작동할 수 있다."
EXTRACTION_LIFTOFF_TO_COMPLETE_S,10,"이륙(유예 종료)부터 탑승자의 결과 화면까지(초). 카메라가 함선 외부로 넘어가 날아가는 함선을 따라가는 연출이 이 안에 끝난다 (옛 game/model.ts 의 LIFTOFF_TO_COMPLETE 6.5)."
EXTRACTION_CINEMATIC_BLEND_S,2.2,"이륙 연출: 캐릭터 카메라에서 함선 외부 카메라로 부드럽게 넘어가는 시간(초)."
EXTRACTION_HUD_FADE_S,0.9,"이륙 연출: 전투 HUD 가 스르륵 사라지는 시간(초)."
# ── 2026-09-13: 버그 굴착 스폰 · 땅굴벌레 이벤트 (owner: enemies — Pool.spawn · fx/BurrowFx · sandworm/Director) ──
BURROW_EMERGE_S,1.0,"플레이 중 스폰되는 버그(상시 순찰 · 포병 · 땅굴벌레 분출 무리)가 땅을 파고 올라오는 시간(초). 이 동안 맞기는 하지만 공격 · 이동하지 않는다. 월드 생성 때의 첫 배치는 파고 나오지 않는다."
BURROW_SINK_EXTRA_M,0.35,"굴착 시작 때 몸 높이보다 더 깊이 묻혀 있는 깊이(m) — 첫 프레임에 등이 땅 위로 보이지 않게."
BURROW_SHAKE_RADIUS,24,"로컬 플레이어가 이 거리(m) 안이면 굴착 스폰에 약한 화면 흔들림이 난다 (거리에 따라 줄어든다)."
BURROW_SHAKE_INTENSITY,0.16,"굴착 흔들림 세기 (camera:shake intensity, 가장 가까울 때)."
BURROW_SHAKE_GAP_S,0.9,"굴착 흔들림 사이 최소 간격(초). 여러 마리가 한꺼번에 올라와도 흔들림은 한 번이다 (겹치지 않는다)."
# ── 2026-09-16: 벌레 소리 — 굴착음 · 발소리 · 포탄 낙하음 (owner: audio · enemies — AudioSystem.RANGED_SOUNDS / VOICE_CAP · model.emitEnemyStep · parts/Burrow) ──
BURROW_EMERGE_VOICE_CAP,4,"burrow_emerge(한 마리마다 나는 굴착음)의 동시 보이스 상한. 무리가 한꺼번에 올라와도 가장 큰(가까운) 이만큼만 울린다."
BURROW_EMERGE_BATCH_S,0.35,"첫 굴착음 뒤 이 시간(초) 안에 올라온 버그는 같은 무리로 센다 — k 번째 소리의 크기 × 1/√k (무리가 커도 한 마리 소리보다 조금만 커진다)."
BUG_STEP_RANGE_M,32,"벌레 발소리(bug_step_skitter · bug_step_heavy)가 들리는 최대 거리(m). 밖이면 소리를 만들지 않는다. 곡선 (1 − d/range)^1.0. 2026-09-18 (사용자 결정 「뒤에 있을 때 소리로 알아차리게」): 22 → 32, 곡선 지수 1.4 → 1.0."
BUG_STEP_GIANT_RANGE_M,48,"베헤모스 발소리(bug_step_giant)가 들리는 최대 거리(m) — 무거워서 조금 더 멀리 들린다. 2026-09-18: 34 → 48."
BUG_STEP_VOICE_CAP,6,"벌레 발소리 세 id 를 합친 동시 보이스 상한 — 가장 큰(가까운) 것만 남는다. 사람 · 분대원 · 인간형 적 발소리(footstep_*)는 따로다."
BUG_STEP_CROWD_WINDOW_S,0.6,"이 시간(초) 안에 들리는 거리에서 걸음을 뗀 벌레 수 n 을 센다 — 벌레 발소리 크기 × 1/√n (열 마리가 걸어도 한 마리의 약 3배 에너지)."
SHELL_INCOMING_LEAD_S,2.6,"포병 포탄이 떨어지기 몇 초 전에 낙하음(shell_incoming)이 시작되는가. shell_incoming 의 길이(2.6 s)와 맞춰 두면 휘파람이 절정일 때 착탄한다."
SHELL_INCOMING_RANGE_M,55,"낙하음이 들리는 착탄점 거리(m) — 귀(카메라)와 착탄점 사이. 폭발 반경 SHELL_BLAST_RADIUS 의 10배라 달아날 사람은 모두 듣는다."
SHELL_INCOMING_FLOOR,0.35,"낙하음의 최소 비율 (RANGED_SOUNDS floor) — 사거리 안이면 멀어도 이만큼은 들린다 (공정한 경고)."
SHELL_INCOMING_VOLUME,0.9,"낙하음의 밑 크기 — 거리 곡선을 먹기 전 값."
SHELL_INCOMING_VOICE_CAP,3,"낙하음 동시 보이스 상한 — 포병 여럿이 쏘면 가장 가까운 착탄점 셋만 들린다."
SHELL_LAUNCH_RANGE_M,150,"포병 발사의 둔한 쿵(shell_launch)이 들리는 거리(m). 표준 교전 거리 ARTILLERY_RANGE 63 m 의 두 배 남짓 — 멀리서 쏘는 것도 들린다."
SANDWORM_WINDOW_START_S,150,"(2026-09-15 은퇴 — 읽는 코드 없음) 옛 시각 창의 시작(초). 누적 확률제로 바뀌어 시각 창이 없다 (src/enemies/README.md Decisions). 줄은 shared/constants 의 export 가 남아 있어 둔다."
SANDWORM_WINDOW_END_S,420,"(2026-09-15 은퇴 — 읽는 코드 없음) 옛 시각 창의 끝(초)."
SANDWORM_CHECK_S,2,"호스트가 땅굴벌레 등장 조건을 보고 누적 확률을 굴리는 간격(초). 레이드 내내 돈다 (시각 창 없음, 최대 1회)."
SANDWORM_GROUP_RADIUS,40,"「같이 달린다」 로 보는 반경(m, 사용자 결정 40). 자격 인원(조금 무거움 이상 + 달리기)이 서로 이 안에 SANDWORM_MIN_MEMBERS 이상 모여야 자연 등장 굴림이 있다. 무리 한가운데 발밑이 분출 자리 후보다."
SANDWORM_WARN_S,5,"전조(분진 · 흙 파임 · 점점 강해지는 흔들림 · 토스트) 시작부터 분출까지(초)."
SANDWORM_ALERT_RADIUS,180,"전조 흔들림 · 분출 흔들림이 느껴지는 반경(m). 밖이면 흔들림이 없다 (토스트는 분대 전원)."
SANDWORM_SHAKE_MAX,0.18,"전조 흔들림: 0.2 초마다 더하는 camera:shake 세기의 최댓값 (분출 직전 · 한가운데). 시작은 이 값의 12 % 이고 진행도² 로 오른다."
SANDWORM_ERUPT_RADIUS,12,"분출 판정 반경(m) — 이 안의 플레이어는 피해 + 넉백, 다른 팩션 적도 맞는다. 전조 링이 이 반경을 그린다."
SANDWORM_ERUPT_DAMAGE,55,"분출 피해 (한가운데). 2026-09-15 (사용자 결정 — 모든 폭발물이 같은 공식): 감쇠는 공용 2단 계단(EXPLOSION_FULL_FRACTION · EXPLOSION_OUTER_MUL)이고 하한 30 % 는 그대로다. 넉백(SANDWORM_ERUPT_KNOCKBACK)만 옛 선형 감쇠를 쓴다. 실드부터 깎인다."
SANDWORM_ERUPT_KNOCKBACK,15,"분출 넉백 속도(m/s, 한가운데). 베헤모스 돌진(BEHEMOTH_KNOCKBACK 12)보다 세다."
SANDWORM_HP_MIN,666,"땅굴벌레 최대 체력의 하한 — 호스트가 분출 순간 MIN..MAX 에서 굴려 분대 전원에 보낸다 (사용자 결정 2000–3000, 2026-09-17 적 체력 1/3 내림 → 666–1000)."
SANDWORM_HP_MAX,1000,"땅굴벌레 최대 체력의 상한."
SANDWORM_RISE_S,1.4,"분출한 땅굴벌레의 몸통이 땅에서 다 솟아오르는 시간(초). 버그 뱉기는 그 뒤부터 센다."
SANDWORM_BURST_RING_MIN,6,"분출과 함께 파고 나오는 버그 무리가 서는 링의 안쪽 반경(m)."
SANDWORM_BURST_RING_MAX,14,"그 링의 바깥 반경(m)."
SANDWORM_SPIT_PHASE_S,30,"다 솟은 뒤 입에서 버그를 뱉는 단계의 길이(초, 사용자 결정 30). 먼저 처치하면 더 뱉지 않는다. 끝나면 땅에 박힌 채 독극물을 뱉는다."
SANDWORM_SPIT_INTERVAL_S,4.5,"버그를 뱉는 간격(초)."
SANDWORM_SPIT_COUNT,2,"한 번에 뱉는 버그 수 (SANDWORM_ALIVE_CAP 이 남은 만큼만)."
SANDWORM_SPIT_FLIGHT_S,1.1,"뱉어진 버그가 입에서 착지까지 날아가는 시간(초). 날아가는 동안은 공격하지 않는다."
SANDWORM_SPIT_MIN_M,7,"뱉어진 버그의 착지 거리 하한(m, 땅굴벌레 밑동 기준, 가까운 플레이어 쪽으로 치우친다)."
SANDWORM_SPIT_MAX_M,16,"착지 거리 상한(m)."
SANDWORM_ALIVE_CAP,48,"땅굴벌레가 버그를 뱉을 때의 전체 적 생존 상한 — 넘으면 멀리 있는 한가한 벌레부터 재활용하고, 그래도 모자라면 덜 뱉는다."
SANDWORM_ACID_RANGE,48,"독극물 단계: 이 거리(m) 안의 가장 가까운 살아 있는 플레이어에게 뱉는다."
SANDWORM_ACID_INTERVAL_S,2.4,"독극물 한 번(연발)의 간격(초)."
SANDWORM_ACID_VOLLEY,3,"독극물 한 번에 뱉는 산성 덩어리 수 (첫 발은 표적 예측 조준, 나머지는 주변에 흩뿌린다). 한 덩어리의 피해는 스퓨어 산성(SPEWER_SPIT)과 같다."
# ── 2026-09-15 땅굴벌레 등장 판정 개편 — 누적 확률제 · 진동 장치 소환 · 위협 1 어린 개체 (src/enemies/README.md Decisions, owner: enemies/sandworm · world/BurrowGround) ──
# 검사 한 번의 확률 p = SANDWORM_BASE_CHANCE_BY_THREAT[threat] × min(1, Σ 인원 가중치) × 거리 계수 + 유인 가산 (표는 src/enemies/sandworm/Director.ts 머리 주석).
SANDWORM_MIN_MEMBERS,2,"자연 등장에 필요한 자격 인원(조금 무거움 이상 + 달리기, 서로 SANDWORM_GROUP_RADIUS 안) 최소 수. 혼자(안드로이드 없는 솔로)는 0 % (사용자 결정). 안드로이드 분대원도 인원이다."
